"Velocity:0","Velocity:1","Velocity:2","vtkGhostType","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
4.999,0.018886,0,0,1,0,-110,0,0.025
4.999,0.018886,0,0,1,0.22,-109.78,0,0.025
4.999,0.018886,0,0,1,0.44,-109.56,0,0.025
4.999,0.018886,0,0,1,0.66,-109.34,0,0.025
4.999,0.018886,0,0,1,0.88,-109.12,0,0.025
4.999,0.018886,0,0,1,1.1,-108.9,0,0.025
4.9962,0.019753,0,0,1,1.32,-108.68,0,0.025
4.9962,0.019753,0,0,1,1.54,-108.46,0,0.025
4.9962,0.019753,0,0,1,1.76,-108.24,0,0.025
4.9962,0.019753,0,0,1,1.98,-108.02,0,0.025
4.9962,0.019753,0,0,1,2.2,-107.8,0,0.025
4.9914,0.020082,0,0,1,2.42,-107.58,0,0.025
4.9914,0.020082,0,0,1,2.64,-107.36,0,0.025
4.9914,0.020082,0,0,1,2.86,-107.14,0,0.025
4.9914,0.020082,0,0,1,3.08,-106.92,0,0.025
4.9914,0.020082,0,0,1,3.3,-106.7,0,0.025
4.9845,0.021151,0,0,1,3.52,-106.48,0,0.025
4.9845,0.021151,0,0,1,3.74,-106.26,0,0.025
4.9845,0.021151,0,0,1,3.96,-106.04,0,0.025
4.9845,0.021151,0,0,1,4.18,-105.82,0,0.025
4.9757,0.023329,0,0,1,4.4,-105.6,0,0.025
4.9757,0.023329,0,0,1,4.62,-105.38,0,0.025
4.9757,0.023329,0,0,1,4.84,-105.16,0,0.025
4.9757,0.023329,0,0,1,5.06,-104.94,0,0.025
4.9654,0.026125,0,0,1,5.28,-104.72,0,0.025
4.9654,0.026125,0,0,1,5.5,-104.5,0,0.025
4.9654,0.026125,0,0,1,5.72,-104.28,0,0.025
4.9654,0.026125,0,0,1,5.94,-104.06,0,0.025
4.9546,0.029615,0,0,1,6.16,-103.84,0,0.025
4.9546,0.029615,0,0,1,6.38,-103.62,0,0.025
4.9546,0.029615,0,0,1,6.6,-103.4,0,0.025
4.9447,0.034025,0,0,1,6.82,-103.18,0,0.025
4.9447,0.034025,0,0,1,7.04,-102.96,0,0.025
4.9447,0.034025,0,0,1,7.26,-102.74,0,0.025
4.9372,0.041842,0,0,1,7.48,-102.52,0,0.025
4.9372,0.041842,0,0,1,7.7,-102.3,0,0.025
4.9372,0.041842,0,0,1,7.92,-102.08,0,0.025
4.9352,0.052693,0,0,1,8.14,-101.86,0,0.025
4.9352,0.052693,0,0,1,8.36,-101.64,0,0.025
4.9411,0.068167,0,0,1,8.58,-101.42,0,0.025
4.9411,0.068167,0,0,1,8.8,-101.2,0,0.025
4.9561,0.089814,0,0,1,9.02,-100.98,0,0.025
4.9561,0.089814,0,0,1,9.24,-100.76,0,0.025
4.9799,0.11138,0,0,1,9.46,-100.54,0,0.025
5.0085,0.13071,0,0,1,9.68,-100.32,0,0.025
5.0356,0.14152,0,0,1,9.9,-100.1,0,0.025
5.0695,0.15084,0,0,1,10.12,-99.88,0,0.025
5.1152,0.14682,0,0,1,10.34,-99.66,0,0.025
5.1577,0.12841,0,0,1,10.56,-99.44,0,0.025
5.1799,0.10786,0,0,1,10.78,-99.22,0,0.025
5.1981,0.067325,0,0,1,11,-99,0,0.025
5.1936,0.021276,0,0,1,11.22,-98.78,0,0.025
5.1663,-0.023453,0,0,1,11.44,-98.56,0,0.025
5.1366,-0.050483,0,0,1,11.66,-98.34,0,0.025
5.0768,-0.086945,0,0,1,11.88,-98.12,0,0.025
4.9985,-0.12252,0,0,1,12.1,-97.9,0,0.025
4.8958,-0.16681,0,0,1,12.32,-97.68,0,0.025
4.8067,-0.21033,0,0,1,12.54,-97.46,0,0.025
4.6201,-0.32756,0,0,1,12.76,-97.24,0,0.025
4.3243,-0.61034,0,0,1,12.98,-97.02,0,0.025
3.8909,-1.4669,0,0,1,13.2,-96.8,0,0.025
4.0069,-3.203,0,0,1,13.42,-96.58,0,0.025
nan,nan,nan,0,0,13.64,-96.36,0,0.025
nan,nan,nan,0,0,13.86,-96.14,0,0.025
2.6869,0.71835,0,0,1,14.08,-95.92,0,0.025
3.2273,0.46332,0,0,1,14.3,-95.7,0,0.025
3.6887,0.31322,0,0,1,14.52,-95.48,0,0.025
3.9265,0.22876,0,0,1,14.74,-95.26,0,0.025
4.0582,0.17366,0,0,1,14.96,-95.04,0,0.025
4.1123,0.1478,0,0,1,15.18,-94.82,0,0.025
4.1605,0.12313,0,0,1,15.4,-94.6,0,0.025
4.1831,0.109,0,0,1,15.62,-94.38,0,0.025
4.192,0.099029,0,0,1,15.84,-94.16,0,0.025
4.1942,0.093799,0,0,1,16.06,-93.94,0,0.025
4.1945,0.087006,0,0,1,16.28,-93.72,0,0.025
4.1903,0.077862,0,0,1,16.5,-93.5,0,0.025
4.1767,0.061732,0,0,1,16.72,-93.28,0,0.025
4.1601,0.046083,0,0,1,16.94,-93.06,0,0.025
4.1246,0.01672,0,0,1,17.16,-92.84,0,0.025
4.0822,-0.015641,0,0,1,17.38,-92.62,0,0.025
4.0362,-0.046006,0,0,1,17.6,-92.4,0,0.025
4.0035,-0.063537,0,0,1,17.82,-92.18,0,0.025
3.9492,-0.086794,0,0,1,18.04,-91.96,0,0.025
3.8898,-0.11109,0,0,1,18.26,-91.74,0,0.025
3.8355,-0.13947,0,0,1,18.48,-91.52,0,0.025
3.81,-0.15933,0,0,1,18.7,-91.3,0,0.025
3.7968,-0.18386,0,0,1,18.92,-91.08,0,0.025
3.812,-0.19294,0,0,1,19.14,-90.86,0,0.025
3.8449,-0.18225,0,0,1,19.36,-90.64,0,0.025
3.8693,-0.16476,0,0,1,19.58,-90.42,0,0.025
3.9009,-0.1291,0,0,1,19.8,-90.2,0,0.025
3.9222,-0.092259,0,0,1,20.02,-89.98,0,0.025
3.9345,-0.068393,0,0,1,20.24,-89.76,0,0.025
3.9422,-0.069024,0,0,1,20.46,-89.54,0,0.025
3.9611,-0.094999,0,0,1,20.68,-89.32,0,0.025
3.9957,-0.14936,0,0,1,20.9,-89.1,0,0.025
4.0468,-0.2125,0,0,1,21.12,-88.88,0,0.025
4.0928,-0.24962,0,0,1,21.34,-88.66,0,0.025
4.1863,-0.28875,0,0,1,21.56,-88.44,0,0.025
4.3198,-0.30527,0,0,1,21.78,-88.22,0,0.025
4.5001,-0.29092,0,0,1,22,-88,0,0.025
4.6368,-0.24963,0,0,1,22.22,-87.78,0,0.025
4.8183,-0.11996,0,0,1,22.44,-87.56,0,0.025
4.8984,0.064224,0,0,1,22.66,-87.34,0,0.025
4.8591,0.23582,0,0,1,22.88,-87.12,0,0.025
4.7919,0.31843,0,0,1,23.1,-86.9,0,0.025
4.6732,0.39772,0,0,1,23.32,-86.68,0,0.025
4.5612,0.43948,0,0,1,23.54,-86.46,0,0.025
4.465,0.45526,0,0,1,23.76,-86.24,0,0.025
4.4163,0.45416,0,0,1,23.98,-86.02,0,0.025
4.374,0.4384,0,0,1,24.2,-85.8,0,0.025
4.3707,0.41332,0,0,1,24.42,-85.58,0,0.025
4.3925,0.38768,0,0,1,24.64,-85.36,0,0.025
4.4116,0.37417,0,0,1,24.86,-85.14,0,0.025
4.4295,0.36141,0,0,1,25.08,-84.92,0,0.025
4.4178,0.35573,0,0,1,25.3,-84.7,0,0.025
4.3639,0.3555,0,0,1,25.52,-84.48,0,0.025
4.3017,0.36044,0,0,1,25.74,-84.26,0,0.025
4.1625,0.38725,0,0,1,25.96,-84.04,0,0.025
3.9485,0.47177,0,0,1,26.18,-83.82,0,0.025
3.5975,0.71817,0,0,1,26.4,-83.6,0,0.025
3.2017,1.1263,0,0,1,26.62,-83.38,0,0.025
2.4624,3.4169,0,0,1,26.84,-83.16,0,0.025
nan,nan,nan,0,0,27.06,-82.94,0,0.025
nan,nan,nan,0,0,27.28,-82.72,0,0.025
0.49412,-0.35006,0,0,1,27.5,-82.5,0,0.025
1.3458,-0.26122,0,0,1,27.72,-82.28,0,0.025
1.832,-0.028683,0,0,1,27.94,-82.06,0,0.025
2.3827,0.081218,0,0,1,28.16,-81.84,0,0.025
2.8722,-0.039038,0,0,1,28.38,-81.62,0,0.025
3.5666,-0.39494,0,0,1,28.6,-81.4,0,0.025
3.9331,-0.61242,0,0,1,28.82,-81.18,0,0.025
3.9125,-0.62543,0,0,1,29.04,-80.96,0,0.025
3.7292,-0.5566,0,0,1,29.26,-80.74,0,0.025
3.3487,-0.34289,0,0,1,29.48,-80.52,0,0.025
3.0348,0.13455,0,0,1,29.7,-80.3,0,0.025
3.3604,1.3443,0,0,1,29.92,-80.08,0,0.025
5.1985,2.01,0,0,1,30.14,-79.86,0,0.025
5.586,-1.3682,0,0,1,30.36,-79.64,0,0.025
4.1484,-0.66127,0,0,1,30.58,-79.42,0,0.025
4.0028,0.42159,0,0,1,30.8,-79.2,0,0.025
4.0866,0.52007,0,0,1,31.02,-78.98,0,0.025
4.1723,-0.098361,0,0,1,31.24,-78.76,0,0.025
3.7379,-1.0805,0,0,1,31.46,-78.54,0,0.025
3.515,-1.3741,0,0,1,31.68,-78.32,0,0.025
3.4187,-1.0727,0,0,1,31.9,-78.1,0,0.025
3.271,-0.69262,0,0,1,32.12,-77.88,0,0.025
3.1632,-0.57219,0,0,1,32.34,-77.66,0,0.025
3.1087,-0.44346,0,0,1,32.56,-77.44,0,0.025
3.1019,-0.32831,0,0,1,32.78,-77.22,0,0.025
3.2548,-0.011764,0,0,1,33,-77,0,0.025
3.6104,0.48372,0,0,1,33.22,-76.78,0,0.025
3.7319,0.93339,0,0,1,33.44,-76.56,0,0.025
3.7081,1.2662,0,0,1,33.66,-76.34,0,0.025
3.6361,1.2793,0,0,1,33.88,-76.12,0,0.025
3.5294,-0.31065,0,0,1,34.1,-75.9,0,0.025
3.4998,-1.915,0,0,1,34.32,-75.68,0,0.025
3.5784,-2.5537,0,0,1,34.54,-75.46,0,0.025
4.8169,-3.8455,0,0,1,34.76,-75.24,0,0.025
nan,nan,nan,0,0,34.98,-75.02,0,0.025
2.2061,0.99215,0,0,1,35.2,-74.8,0,0.025
2.482,0.816,0,0,1,35.42,-74.58,0,0.025
2.865,0.73293,0,0,1,35.64,-74.36,0,0.025
3.1339,0.44497,0,0,1,35.86,-74.14,0,0.025
3.0426,0.18519,0,0,1,36.08,-73.92,0,0.025
2.7162,0.24592,0,0,1,36.3,-73.7,0,0.025
2.1817,0.24616,0,0,1,36.52,-73.48,0,0.025
2.1483,0.013811,0,0,1,36.74,-73.26,0,0.025
2.2803,-0.0088135,0,0,1,36.96,-73.04,0,0.025
2.3903,0.095691,0,0,1,37.18,-72.82,0,0.025
2.6082,0.28003,0,0,1,37.4,-72.6,0,0.025
2.8507,0.38561,0,0,1,37.62,-72.38,0,0.025
3.157,0.32556,0,0,1,37.84,-72.16,0,0.025
3.5165,0.082705,0,0,1,38.06,-71.94,0,0.025
4.2491,-0.50818,0,0,1,38.28,-71.72,0,0.025
4.707,-0.91161,0,0,1,38.5,-71.5,0,0.025
4.7988,-1.0498,0,0,1,38.72,-71.28,0,0.025
4.7967,-1.1418,0,0,1,38.94,-71.06,0,0.025
4.806,-1.2625,0,0,1,39.16,-70.84,0,0.025
4.772,-1.2052,0,0,1,39.38,-70.62,0,0.025
4.5763,-0.78162,0,0,1,39.6,-70.4,0,0.025
4.52,-0.25384,0,0,1,39.82,-70.18,0,0.025
4.8519,0.32615,0,0,1,40.04,-69.96,0,0.025
5.2862,0.10549,0,0,1,40.26,-69.74,0,0.025
5.3072,-0.90344,0,0,1,40.48,-69.52,0,0.025
4.961,-1.158,0,0,1,40.7,-69.3,0,0.025
4.2523,-0.84992,0,0,1,40.92,-69.08,0,0.025
3.744,0.31381,0,0,1,41.14,-68.86,0,0.025
3.5501,1.2989,0,0,1,41.36,-68.64,0,0.025
3.4622,1.5578,0,0,1,41.58,-68.42,0,0.025
3.2309,1.5956,0,0,1,41.8,-68.2,0,0.025
2.8679,0.92442,0,0,1,42.02,-67.98,0,0.025
2.5745,-0.40244,0,0,1,42.24,-67.76,0,0.025
2.4978,-1.1117,0,0,1,42.46,-67.54,0,0.025
2.5736,-1.6713,0,0,1,42.68,-67.32,0,0.025
3.1456,-2.3291,0,0,1,42.9,-67.1,0,0.025
4.8551,-1.506,0,0,1,43.12,-66.88,0,0.025
nan,nan,nan,0,0,43.34,-66.66,0,0.025
2.957,0.70544,0,0,1,43.56,-66.44,0,0.025
3.06,0.49447,0,0,1,43.78,-66.22,0,0.025
2.8499,0.12285,0,0,1,44,-66,0,0.025
2.2728,0.13535,0,0,1,44.22,-65.78,0,0.025
1.5462,0.78835,0,0,1,44.44,-65.56,0,0.025
1.7112,-0.52872,0,0,1,44.66,-65.34,0,0.025
1.8222,-2.2305,0,0,1,44.88,-65.12,0,0.025
1.6738,-2.604,0,0,1,45.1,-64.9,0,0.025
2.0343,-1.2462,0,0,1,45.32,-64.68,0,0.025
2.8398,0.64838,0,0,1,45.54,-64.46,0,0.025
3.3781,1.1126,0,0,1,45.76,-64.24,0,0.025
3.4897,1.0419,0,0,1,45.98,-64.02,0,0.025
3.4343,0.96333,0,0,1,46.2,-63.8,0,0.025
3.2599,0.96779,0,0,1,46.42,-63.58,0,0.025
3.0994,0.8777,0,0,1,46.64,-63.36,0,0.025
3.0288,0.73061,0,0,1,46.86,-63.14,0,0.025
3.0113,0.35965,0,0,1,47.08,-62.92,0,0.025
3.1382,-0.19577,0,0,1,47.3,-62.7,0,0.025
3.3132,-0.77431,0,0,1,47.52,-62.48,0,0.025
3.3765,-1.0582,0,0,1,47.74,-62.26,0,0.025
3.4438,-1.1472,0,0,1,47.96,-62.04,0,0.025
3.6613,-0.57133,0,0,1,48.18,-61.82,0,0.025
3.7029,0.73238,0,0,1,48.4,-61.6,0,0.025
3.2868,1.4755,0,0,1,48.62,-61.38,0,0.025
2.9704,2.9192,0,0,1,48.84,-61.16,0,0.025
2.9277,2.417,0,0,1,49.06,-60.94,0,0.025
3.4518,0.29902,0,0,1,49.28,-60.72,0,0.025
3.7337,0.13671,0,0,1,49.5,-60.5,0,0.025
3.7871,0.533,0,0,1,49.72,-60.28,0,0.025
3.6176,0.51183,0,0,1,49.94,-60.06,0,0.025
3.5155,-0.1306,0,0,1,50.16,-59.84,0,0.025
3.5389,-0.50512,0,0,1,50.38,-59.62,0,0.025
3.6333,-0.68154,0,0,1,50.6,-59.4,0,0.025
3.7605,-0.44291,0,0,1,50.82,-59.18,0,0.025
4.133,0.45186,0,0,1,51.04,-58.96,0,0.025
4.5784,1.2009,0,0,1,51.26,-58.74,0,0.025
4.9853,1.8263,0,0,1,51.48,-58.52,0,0.025
4.7562,2.0583,0,0,1,51.7,-58.3,0,0.025
4.2817,1.5581,0,0,1,51.92,-58.08,0,0.025
4.128,0.34824,0,0,1,52.14,-57.86,0,0.025
4.1912,-0.41289,0,0,1,52.36,-57.64,0,0.025
4.1728,0.044936,0,0,1,52.58,-57.42,0,0.025
3.9583,1.083,0,0,1,52.8,-57.2,0,0.025
3.5855,1.3337,0,0,1,53.02,-56.98,0,0.025
2.4439,1.1815,0,0,1,53.24,-56.76,0,0.025
nan,nan,nan,0,0,53.46,-56.54,0,0.025
nan,nan,nan,0,0,53.68,-56.32,0,0.025
nan,nan,nan,0,0,53.9,-56.1,0,0.025
0.21611,-0.68199,0,0,1,54.12,-55.88,0,0.025
1.3562,1.0082,0,0,1,54.34,-55.66,0,0.025
1.8125,1.7336,0,0,1,54.56,-55.44,0,0.025
2.0015,1.9112,0,0,1,54.78,-55.22,0,0.025
2.1722,1.9029,0,0,1,55,-55,0,0.025
2.2996,1.4863,0,0,1,55.22,-54.78,0,0.025
2.1652,0.98356,0,0,1,55.44,-54.56,0,0.025
2.1809,0.5308,0,0,1,55.66,-54.34,0,0.025
2.5203,-0.25125,0,0,1,55.88,-54.12,0,0.025
2.6516,-0.67006,0,0,1,56.1,-53.9,0,0.025
2.9625,-0.37954,0,0,1,56.32,-53.68,0,0.025
3.5267,0.43199,0,0,1,56.54,-53.46,0,0.025
