x,vel
157.64,0.33432782666666666
157.86,0.33154275999999994
158.07999999999998,0.32825822666666665
158.3,0.32380222666666664
158.52,0.3176784933333333
158.74,0.3113534266666667
158.96,0.30475715999999997
159.18,0.2973443333333333
159.4,0.2902237733333333
159.62,0.2853877733333333
159.84,0.28129123999999994
160.06,0.2771133733333333
160.28,0.27347364
160.5,0.27172883999999997
160.72,0.27063684
160.94,0.27049604000000005
161.16,0.27095604
161.38,0.27153124
161.6,0.27206644
161.82,0.27379203999999996
162.26,0.2722276933333333
162.48,0.27190006666666666
162.7,0.27284692
162.92000000000002,0.27577444
163.14,0.2771629733333333
163.36,0.27860564
163.57999999999998,0.2806523066666667
163.8,0.2827765733333333
164.01999999999998,0.28441177333333334
164.24,0.28498857333333333
164.45999999999998,0.2857237733333334
164.68,0.2860731066666667
164.9,0.28558990666666667
165.12,0.28405363999999994
165.34,0.2821635066666667
165.56,0.2799795066666667
165.78,0.2775019066666667
166.0,0.27489097333333334
166.22,0.27234644
166.44,0.27031923999999996
166.66,0.2691731066666667
166.88,0.273036448
167.1,0.2758381813333334
167.32,0.27806196799999994
167.54000000000002,0.2802510346666667
167.76,0.28263716800000005
167.98000000000002,0.2852438346666667
168.2,0.2886055946666667
168.42000000000002,0.2937736266666667
168.64,0.2985714133333333
168.86,0.3024094666666667
169.07999999999998,0.30541621333333335
169.3,0.30662368
169.51999999999998,0.3075655466666667
169.74,0.30888128000000004
169.95999999999998,0.3099047466666667
170.18,0.31272256
170.4,0.31408426666666667
170.62,0.31412399999999996
170.84,0.3139376
171.06,0.3136314666666667
171.28,0.31366079999999996
171.5,0.31458240000000004
171.72,0.31659050666666666
171.94,0.3194673066666667
172.16,0.32270568
172.38,0.32606216
172.6,0.32953365333333334
172.82,0.3331918133333333
173.04000000000002,0.33637357333333334
173.26,0.3381988266666667
173.48000000000002,0.33834983999999996
173.7,0.3370818666666667
174.57999999999998,0.3371837333333333
174.8,0.3367
175.01999999999998,0.33557760000000003
175.24,0.3341605333333334
175.45999999999998,0.3341154666666667
175.68,0.3372610666666667
175.9,0.3401133333333334
176.12,0.34117546666666665
176.34,0.3433965333333333
176.56,0.34777896
176.78,0.3525224533333333
177.0,0.3550624533333333
177.22,0.35627792
177.44,0.35609125333333336
177.66,0.35385205333333336
177.88,0.3501736533333334
178.1,0.34580343999999996
178.32,0.34130106666666665
178.54000000000002,0.3375772266666667
178.76,0.3358502933333333
178.98000000000002,0.3362380266666667
179.2,0.33695376
179.42000000000002,0.3418783733333333
179.64,0.34696410666666666
179.86,0.35191808
180.07999999999998,0.35604314666666664
180.3,0.3591703466666667
180.51999999999998,0.36139514666666667
180.74,0.36344128000000003
180.95999999999998,0.36665568
181.18,0.37053648
181.4,0.37250661333333335
181.62,0.3729303466666667
181.84,0.37292474666666664
182.06,0.37284048
182.28,0.3728186133333334
182.5,0.37303781333333336
182.72,0.3734551466666667
182.94,0.37384928
183.16,0.3736826133333333
183.82,0.3709760266666666
184.04000000000002,0.36932536
184.26,0.36829416
184.48000000000002,0.3668138933333333
184.7,0.36434890666666664
185.57999999999998,0.35963956799999997
185.8,0.3551058613333333
186.01999999999998,0.351154608
186.24,0.348006608
186.45999999999998,0.345682608
186.68,0.3449580746666667
186.9,0.34516314133333326
187.12,0.34530100799999996
187.34,0.34543967466666664
187.56,0.345416208
187.78,0.344407408
188.0,0.34271700800000005
188.22,0.34113114133333333
188.44,0.33957778133333333
188.66,0.3378138613333333
188.88,0.33559159466666666
189.1,0.3334301813333333
189.32,0.3330133813333333
189.54000000000002,0.33322271466666664
189.76,0.3330157813333333
189.98000000000002,0.3323843146666667
190.2,0.331556848
190.42000000000002,0.3304517813333333
190.64,0.3286131146666667
190.86,0.32564362133333336
191.07999999999998,0.3220636213333333
191.3,0.31961642133333334
191.51999999999998,0.31829156799999997
192.4,0.320110688
192.62,0.32274586133333333
192.84,0.3236994613333333
193.06,0.3266154613333333
193.72,0.3278167946666667
193.94,0.32999092799999996
194.16,0.33060852799999996
194.38,0.32816106133333334
194.6,0.3264170613333333
194.82,0.32576612800000004
195.04000000000002,0.3255306613333333
195.7,0.31967878133333333
195.92000000000002,0.315586248
196.14,0.3129553146666667
196.36,0.31269984799999995
196.57999999999998,0.31487078133333335
196.8,0.3193291813333333
197.01999999999998,0.325325448
197.24,0.332848728
197.45999999999998,0.3398231013333333
197.68,0.34369760800000004
197.9,0.343645608
198.12,0.340415048
198.34,0.33665691466666664
198.56,0.3342035813333334
198.78,0.33260891466666664
199.0,0.3332379813333333
199.22,0.331140648
199.44,0.32492286133333337
199.66,0.318033864
199.88,0.31184127733333333
200.1,0.30691007733333336
200.32,0.30279381066666666
200.54000000000002,0.30059701066666666
200.76,0.29991727733333334
200.98000000000002,0.299911144
201.2,0.3004044773333333
201.42000000000002,0.3009668773333333
201.64,0.30119674399999996
201.86,0.301491944
202.07999999999998,0.3016740773333333
202.3,0.30235567733333335
202.51999999999998,0.3055265306666667
202.74,0.30780013066666667
202.95999999999998,0.3100305306666667
203.18,0.312783064
203.4,0.31596405066666666
203.62,0.32075045599999996
203.84,0.3247385626666667
204.06,0.32766154933333336
204.28,0.329761016
